compound,modifier,head,frequency_class
Qualitätssicherungsvorgang,Qualitätssicherung,Vorgang,
Qualitätssystem,Qualität,System,
Qualitätsvorschrift,Qualität,Vorschrift,
Qualitätszuwachs,Qualität,Zuwachs,
Qualzucht,Qual,Zucht,
Quantenfeldtheorie,Quant,Feldtheorie,
Quanteninformatik,Quant,Informatik,
Quantenkryptografie,Quant,Kryptografie,
Quarantäneflagge,Quarantäne,Flagge,
Quarkbrötchen,Quark,Brötchen,
Quarkfüllung,Quark,Füllung,
Quarkstollen,Quark,Stollen,
Quarkstrudel,Quark,Strudel,
Quartalshoch,Quartal,Hoch,
Quartalshöchstwert,Quartal,Höchstwert,
Quartalsprämie,Quartal,Prämie,
Quartalsrate,Quartal,Rate,
Quartalstief,Quartal,Tief,
Quartalstiefstwert,Quartal,Tiefstwert,
Quartiersplatz,Quartier,Platz,
Quarzkatzenauge,Quarz,Katzenauge,
Quarzlampe,Quarz,Lampe,
Quarzoszillator,Quarz,Oszillator,
Quarzsandstein,Quarz,Sandstein,
Quasikristall,quasi,Kristall,
Quecksilberemission,Quecksilber,Emission,
Quecksilbererz,Quecksilber,Erz,
Quellbach,Quelle,Bach,
Quellbinse,Quelle,Binse,
Quelldatei,Quelle,Datei,
Quellenbeleg,Quelle,Beleg,
Quellenbuch,Quelle,Buch,
Quellenschrift,Quelle,Schrift,
Quellensuche,Quelle,Suche,
Quellenverweis,Quelle,Verweis,
Quellfähigkeit,quellen,Fähigkeit,
Quellgewässer,Quelle,Gewässer,
Quellsee,Quelle,See,
Quellsystem,Quelle,System,
Quellteich,Quelle,Teich,
Querbinder,quer,Binder,
Querblattfeder,quer,Blattfeder,
Querdenken,quer,Denken,
Querfeder,quer,Feder,
Querflötenspieler,Querflöte,Spieler,
Querflügel,quer,Flügel,
Querfortsatz,quer,Fortsatz,
Querhöhenlage,quer,Höhenlage,
Querkraft,quer,Kraft,
Querleiste,quer,Leiste,
Querreihe,quer,Reihe,
Querrille,quer,Rille,
Querrippe,quer,Rippe,
Querschnittsfläche,Querschnitt,Fläche,
Querschnittsthema,Querschnitt,Thema,
Querschnittswissenschaft,Querschnitt,Wissenschaft,
Querstrebe,quer,Strebe,
Querstreifen,quer,Streifen,
Querteilung,quer,Teilung,
Querverweis,quer,Verweis,
Querwand,quer,Wand,
Quittenkompott,Quitte,Kompott,
Quotationssteuer,Quotation,Steuer,
Rabattpreis,Rabatt,Preis,
Rabatzmacher,Rabatz,Macher,
Rabbinerfamilie,Rabbiner,Familie,
Rabenbein,Rabe,Bein,
Rabennest,Rabe,Nest,
Rabensohn,Rabe,Sohn,
Rabentochter,Rabe,Tochter,
Rachenbremse,Rachen,Bremse,
Rachenhöhle,Rachen,Höhle,
Rachenkrebs,Rachen,Krebs,
Rachenzäpfchen,Rachen,Zäpfchen,
Radarastronomie,Radar,Astronomie,
Radarbeobachtung,Radar,Beobachtung,
Radarecho,Radar,Echo,
Radarelektroniker,Radar,Elektroniker,
Radarena,Rad,Arena,
Radarstrahlung,Radar,Strahlung,
Radarturm,Radar,Turm,
Radbahn,Rad,Bahn,
Raddurchmesser,Rad,Durchmesser,
Rädergetriebe,Rad,Getriebe,
Räderorgan,Rad,Organ,
Rädertier,Rad,Tier,
Räderuhr,Rad,Uhr,
Radfahrprofi,Radfahren,Profi,
Radfahrtrikot,Radfahren,Trikot,
Radgabel,Rad,Gabel,
Radialreifen,radial,Reifen,
Radieschenpflanze,Radieschen,Pflanze,
Radikalfeminist,radikal,Feminist,
Radioaufnahme,Radio,Aufnahme,
Radiogehäuse,Radio,Gehäuse,
Radiohörspiel,Radio,Hörspiel,
Radioisotopengenerator,Radioisotop,Generator,
Radionutzung,Radio,Nutzung,
Radioquiz,Radio,Quiz,
Radiowelt,Radio,Welt,
Radiumforschung,Radium,Forschung,
Radlast,Rad,Last,
Radlertrikot,Radler,Trikot,
Radpanne,Rad,Panne,
Radreisende,Rad,Reisende,
Radsatzwelle,Radsatz,Welle,
Radschnellweg,Rad,Schnellweg,
Radspeiche,Rad,Speiche,
Radsporthalle,Radsport,Halle,
Radsportkarriere,Radsport,Karriere,
Radsportteam,Radsport,Team,
Radsporttrainer,Radsport,Trainer,
Radsportweltverband,Radsport,Weltverband,
Radteil,Rad,Teil,
Radtransport,Rad,Transport,
Radverkehrsanlage,Radverkehr,Anlage,
Radverkehrsanteil,Radverkehr,Anteil,
Radwandertour,Rad,Wandertour,
Radwegverbindung,Radweg,Verbindung,
Raffinationsvorgang,Raffination,Vorgang,
Rahmenantenne,Rahmen,Antenne,
Rahmengröße,Rahmen,Größe,
Rahmenprüfungsordnung,Rahmen,Prüfungsordnung,
Rahmenrohr,Rahmen,Rohr,
Rahmstufe,Rahm,Stufe,
Rahmsuppe,Rahm,Suppe,
Rainfarnblattkäfer,Rainfarn,Blattkäfer,
Rainkohl,Rain,Kohl,
Raketenalarm,Rakete,Alarm,
Raketenkonstrukteur,Rakete,Konstrukteur,
Raketentorpedo,Rakete,Torpedo,
Raketenzerstörer,Rakete,Zerstörer,
Rammschutz,rammen,Schutz,
Rampenbrücke,Rampe,Brücke,
Randbepflanzung,Rand,Bepflanzung,
Randblüte,Rand,Blüte,
Randeinfassung,Rand,Einfassung,
Randmoräne,Rand,Moräne,
Randnummer,Rand,Nummer,
Randspalte,Rand,Spalte,
Randstunde,Rand,Stunde,
Rangbezeichnung,Rang,Bezeichnung,
Rangierdienst,rangieren,Dienst,
Ranglistenposition,Rangliste,Position,
Rankenmuster,Ranke,Muster,
Rankenornament,Ranke,Ornament,
Rankenplatterbse,Ranke,Platterbse,
Rankgitter,ranken,Gitter,
Rankhilfe,ranken,Hilfe,
Rapband,Rap,Band,
Rapeinlage,Rap,Einlage,
Rapgesang,Rap,Gesang,
Rapperszene,Rapper,Szene,
Rapsänger,Rap,Sänger,
Rapserdfloh,Raps,Erdfloh,
Rapsernte,Raps,Ernte,
Rapshonig,Raps,Honig,
Rapsong,Rap,Song,
Rapsweißling,Raps,Weißling,
Rapszene,Rap,Szene,
Rapunzelglockenblume,Rapunzel,Glockenblume,
Rasenbinse,Rasen,Binse,
Rasendecke,Rasen,Decke,
Raseneule,Rasen,Eule,
Rasenlabyrinth,Rasen,Labyrinth,
Rasieretui,rasieren,Etui,
Rassebegriff,Rasse,Begriff,
Rassekaninchenzüchter,Rassekaninchen,Züchter,
Rassenangehörige,Rasse,Angehörige,
Rassenressentiment,Rasse,Ressentiment,
Rassetaube,Rasse,Taube,
Rastergrafik,Raster,Grafik,
Rastermikroskop,Raster,Mikroskop,
Rätekongress,Rat,Kongress,
Ratenfinanzierung,Rate,Finanzierung,
Rathausinnenhof,Rathaus,Innenhof,
Rathaussanierung,Rathaus,Sanierung,
Ratingsystem,Rating,System,
Ratsdokument,Rat,Dokument,
Ratskammer,Rat,Kammer,
Ratsuchende,Rat,Suchende,
Ratsvorsitzender,Rat,Vorsitzender,
Rattenkänguru,Ratte,Känguru,
Rattenkot,Ratte,Kot,
Räuberroman,Räuber,Roman,
Raubkäfer,Raub,Käfer,
Raubringelwurm,Raub,Ringelwurm,
Raubseeschwalbe,Raub,Seeschwalbe,
Raubspinne,Raub,Spinne,
Raubtierart,Raubtier,Art,
Rauchbildung,Rauch,Bildung,
Räucheraal,räuchern,Aal,
Raucheranteil,Raucher,Anteil,
Raucherbedarf,Raucher,Bedarf,
Raucherecke,Raucher,Ecke,
Räucherkate,räuchern,Kate,
Raucherpause,Raucher,Pause,
Räuchervorgang,räuchern,Vorgang,
Raucherzubehör,Raucher,Zubehör,
Rauchgenuss,rauchen,Genuss,
Rauchkonsum,rauchen,Konsum,
Rauchmalz,Rauch,Malz,
Rauchpartikel,Rauch,Partikel,
Rauchwacke,Rauch,Wacke,
Rauchwand,Rauch,Wand,
Raumachse,Raum,Achse,
Raumanalyse,Raum,Analyse,
Raumbeleuchtung,Raum,Beleuchtung,
Raumdiagonale,Raum,Diagonale,
Raumecke,Raum,Ecke,
Raumelement,Raum,Element,
Raumempfinden,Raum,Empfinden,
Raumfahrtsystem,Raumfahrt,System,
Raumfeuchte,Raum,Feuchte,
Raumfläche,Raum,Fläche,
Raumflotte,Raum,Flotte,
Raumform,Raum,Form,
Raumgeometrie,Raum,Geometrie,
Raumgewicht,Raum,Gewicht,
Raumkoordinate,Raum,Koordinate,
Raumkurve,Raum,Kurve,
Raumladung,Raum,Ladung,
Raumlage,Raum,Lage,
Raumpunkt,Raum,Punkt,
Raumrichtung,Raum,Richtung,
Raumschifffahrt,Raumschiff,Fahrt,
Raumteil,Raum,Teil,
Raumteilung,Raum,Teilung,
Raunacht,rau,Nacht,
Raupenfliege,Raupe,Fliege,
Raupenfutterpflanze,Raupe,Futterpflanze,
Raupenstadium,Raupe,Stadium,
Rauschabstand,rauschen,Abstand,
Rauschbeere,Rausch,Beere,
Rauschgelb,Rausch,Gelb,
Rauschrot,Rausch,Rot,
Rauschtrinken,Rausch,Trinken,
Rautenblatt,Raute,Blatt,
Rautenform,Raute,Form,
Rautengewächs,Raute,Gewächs,
Rautenwanze,Raute,Wanze,
Rautenzeichen,Raute,Zeichen,
Rauwacke,rau,Wacke,
Ravebewegung,Rave,Bewegung,
Ravekultur,Rave,Kultur,
Ravemusik,Rave,Musik,
Reaktionsgleichung,Reaktion,Gleichung,
Reaktionsharz,Reaktion,Harz,
Reaktionskammer,Reaktion,Kammer,
Reaktionsmischung,Reaktion,Mischung,
Reaktionsserie,Reaktion,Serie,
Reaktionsverhalten,Reaktion,Verhalten,
Reaktionsverlauf,Reaktion,Verlauf,
Reaktionsweg,Reaktion,Weg,
Reaktionszentrum,Reaktion,Zentrum,
Reaktivpanzerung,reaktiv,Panzerung,
Reaktorschnellabschaltung,Reaktor,Schnellabschaltung,
Realakt,real,Akt,
Realname,real,Name,
Realschulzeugnis,Realschule,Zeugnis,
Rebenstecher,Rebe,Stecher,
Rebgarten,Rebe,Garten,
Rebhang,Rebe,Hang,
Rebkrankheit,Rebe,Krankheit,
Rebland,Rebe,Land,
Reblausplage,Reblaus,Plage,
Rebschädling,Rebe,Schädling,
Rebzeile,Rebe,Zeile,
Rechenfunktion,rechnen,Funktion,
Rechenregel,rechnen,Regel,
Rechercheaufwand,Recherche,Aufwand,
Recherchegruppe,Recherche,Gruppe,
Recherchezweck,Recherche,Zweck,
Rechnerverbundsystem,Rechnerverbund,System,
Rechnungserstellung,Rechnung,Erstellung,
Rechnungsformular,Rechnung,Formular,
Rechnungskopie,Rechnung,Kopie,
Rechnungslegungsstandard,Rechnungslegung,Standard,
Rechnungswährung,Rechnung,Währung,
Rechteckform,Rechteck,Form,
Rechteckquerschnitt,Rechteck,Querschnitt,
Rechtemanagement,Recht,Management,
Rechteverwertung,Recht,Verwertung,
Rechtsanwaltsfachangestellter,Rechtsanwalt,Fachangestellter,
Rechtsausübung,Recht,Ausübung,
Rechtschreibkenntnis,rechtschreiben,Kenntnis,
Rechtschreibkontrolle,rechtschreiben,Kontrolle,
Rechtschreibkorrektur,rechtschreiben,Korrektur,
Rechtsdogmatik,Recht,Dogmatik,
Rechtsdokument,Recht,Dokument,
Rechtsextremismusexperte,Rechtsextremismus,Experte,
Rechtsfachwirt,Recht,Fachwirt,
Rechtsgelehrte,Recht,Gelehrte,
Rechtskenntnis,Recht,Kenntnis,
Rechtsmangel,Recht,Mangel,
Rechtsmittelverfahren,Rechtsmittel,Verfahren,
Rechtsnachteil,Recht,Nachteil,
Rechtspsychologie,Recht,Psychologie,
Rechtstipp,Recht,Tipp,
Rechtsüberzeugung,Recht,Überzeugung,
Rechtswörterbuch,Recht,Wörterbuch,
Redeanteil,Rede,Anteil,
Redundanzbaustein,Redundanz,Baustein,
Reedereiflagge,Reederei,Flagge,
Reepschnur,Reep,Schnur,
Referendarexamen,Referendar,Examen,
Referenzmaterial,Referenz,Material,
Referenzmenge,Referenz,Menge,
Referenzwerk,Referenz,Werk,
Refinanzierungsbedarf,Refinanzierung,Bedarf,
Reflexhammer,Reflex,Hammer,
Reflexionsnebel,Reflexion,Nebel,
Reformationsbewegung,Reformation,Bewegung,
Reformationsgottesdienst,Reformation,Gottesdienst,
Reformationsjahr,Reformation,Jahr,
Reformationszeitalter,Reformation,Zeitalter,
Reformkloster,Reform,Kloster,
Reformkritiker,Reform,Kritiker,
Reformmaßnahme,Reform,Maßnahme,
Regalreihe,Regal,Reihe,
Regattaboot,Regatta,Boot,
Regattajacht,Regatta,Jacht,
Regattasegel,Regatta,Segel,
Regattasegler,Regatta,Segler,
Regattaserie,Regatta,Serie,
Regelalgorithmus,Regel,Algorithmus,
Regelaltersrente,Regel,Altersrente,
Regelenergie,regeln,Energie,
Regelgröße,Regel,Größe,
Regelheft,Regel,Heft,
Regelkenntnis,Regel,Kenntnis,
Regelpoetik,Regel,Poetik,
Regelschmerz,Regel,Schmerz,
Regelschulsystem,Regelschule,System,
Regelstrecke,Regel,Strecke,
Regelübertretung,Regel,Übertretung,
Regelungsbauwerk,Regelung,Bauwerk,
Regelungseinrichtung,Regelung,Einrichtung,
Regelvorrichtung,Regel,Vorrichtung,
Regenbecken,Regen,Becken,
Regenbekleidung,Regen,Bekleidung,
Regenbö,Regen,Bö,
Regenböe,Regen,Böe,
Regenbogenfamilie,Regenbogen,Familie,
Regenbrachvogel,Regen,Brachvogel,
Regenbremse,Regen,Bremse,
Regenerationspause,Regeneration,Pause,
Regenhaube,Regen,Haube,
Regenlache,Regen,Lache,
Regenmoor,Regen,Moor,
Regenrennen,Regen,Rennen,
Regenspritzer,Regen,Spritzer,
Regenvogel,Regen,Vogel,
Regenwaldabholzung,Regenwald,Abholzung,
Regenwaldgürtel,Regenwald,Gürtel,
Regenwasserspeicher,Regenwasser,Speicher,
Reggaemusiker,Reggae,Musiker,
Reggaeszene,Reggae,Szene,
Regieaufgabe,Regie,Aufgabe,
Regierungsangestellte,Regierung,Angestellte,
Regierungsassessor,Regierung,Assessor,
Regierungsbaurat,Regierung,Baurat,
Regierungsbeamter,Regierung,Beamter,
Regierungsdauer,Regierung,Dauer,
Regierungsreferendar,Regierung,Referendar,
Regierungsreform,Regierung,Reform,
Regimetruppe,Regime,Truppe,
Regionalauswahl,regional,Auswahl,
Regionalbahnsteig,regional,Bahnsteig,
Regionalbeauftragte,regional,Beauftragte,
Regionalbischof,regional,Bischof,
Regionalbus,regional,Bus,
Regionalfonds,regional,Fonds,
Regionalligaabsteiger,Regionalliga,Absteiger,
Regionalligaaufsteiger,Regionalliga,Aufsteiger,
Regionalökonomie,regional,Ökonomie,
Regionalportal,regional,Portal,
Regionalstrecke,regional,Strecke,
Regionalwährung,regional,Währung,
Regionalwetter,regional,Wetter,
Regionalwettervorhersage,regional,Wettervorhersage,
Regionalzugverbindung,Regionalzug,Verbindung,
Regionshauptstadt,Region,Hauptstadt,
Registerauszug,Register,Auszug,
Registerkarte,Register,Karte,
Registerknopf,Register,Knopf,
Registernummer,Register,Nummer,
Registrierungsstelle,Registrierung,Stelle,
Regressionsanalyse,Regression,Analyse,
Regressionsgerade,Regression,Gerade,
Regulierungsmaßnahme,Regulierung,Maßnahme,
Rehabilitationsforschung,Rehabilitation,Forschung,
Rehabilitationsplan,Rehabilitation,Plan,
Rehabilitationsträger,Rehabilitation,Träger,
Rehabilitierungskur,Rehabilitierung,Kur,
Rehpilz,Reh,Pilz,
Rehschröter,Reh,Schröter,
Reibahle,reiben,Ahle,
Reibelaut,reiben,Laut,
Reibungsenergie,Reibung,Energie,
Reibwert,reiben,Wert,
Reichkriegsministerium,Reich,Kriegsministerium,
Reichsadel,Reich,Adel,
Reichsadelsstand,Reich,Adelsstand,
Reichsarbeitsministerium,Reich,Arbeitsministerium,
Reichsarchiv,Reich,Archiv,
Reichsarmee,Reich,Armee,
Reichsbischof,Reich,Bischof,
Reichsbürger,Reich,Bürger,
Reichsdeutsche,Reich,Deutsche,
Reichsdruckerei,Reich,Druckerei,
Reichsebene,Reich,Ebene,
Reichseisenbahn,Reich,Eisenbahn,
Reichsexekution,Reich,Exekution,
Reichsfarbe,Reich,Farbe,
Reichsfinanzministerium,Reich,Finanzministerium,
Reichsfinanzverwaltung,Reich,Finanzverwaltung,
Reichsfreifrau,Reich,Freifrau,
Reichsfürstenstand,Reichsfürst,Stand,
Reichsgesetzblatt,Reich,Gesetzblatt,
Reichsgrafenstand,Reichsgraf,Stand,
Reichsgrafschaft,Reich,Grafschaft,
Reichsgut,Reich,Gut,
Reichshofrat,Reich,Hofrat,
Reichskreis,Reich,Kreis,
Reichslehen,Reich,Lehen,
Reichsmatrikel,Reich,Matrikel,
Reichspostamt,Reich,Postamt,
Reichspostminister,Reichspost,Minister,
Reichsprälat,Reich,Prälat,
Reichsprotektorat,Reich,Protektorat,
Reichsratsabgeordnete,Reichsrat,Abgeordnete,
Reichsratsabgeordneter,Reichsrat,Abgeordneter,
Reichsritterschaft,Reich,Ritterschaft,
Reichsschwert,Reich,Schwert,
Reichstagsabgeordnete,Reichstag,Abgeordnete,
Reichstagsabgeordneter,Reichstag,Abgeordneter,
Reichstagsmehrheit,Reichstag,Mehrheit,
Reichsteil,Reich,Teil,
Reichsteilung,Reich,Teilung,
Reichsterritorium,Reich,Territorium,
Reichsverwaltung,Reich,Verwaltung,
Reichswährung,Reich,Währung,
Reichswappen,Reich,Wappen,
Reichweitenverlängerung,Reichweite,Verlängerung,
Reifenabnutzung,Reifen,Abnutzung,
Reifencheck,Reifen,Check,
Reifendruckkontrolle,Reifendruck,Kontrolle,
Reifentest,Reifen,Test,
Reifenverschleiß,Reifen,Verschleiß,
Reifephase,Reife,Phase,
Reifestadium,Reife,Stadium,
Reihenbauart,Reihe,Bauart,
Reihenbezeichnung,Reihe,Bezeichnung,
Reihengräberfeld,Reihe,Gräberfeld,
Reihenhäuschen,Reihe,Häuschen,
Reinheitsprüfung,Reinheit,Prüfung,
Reinigungsbranche,Reinigung,Branche,
Reinigungsmethode,Reinigung,Methode,
Reinigungszeremonie,Reinigung,Zeremonie,
Reinigungszweck,Reinigung,Zweck,
Reinzuchthefe,Reinzucht,Hefe,
Reiseablauf,Reise,Ablauf,
Reisearrangement,Reise,Arrangement,
Reisebett,Reise,Bett,
Reisebügeleisen,Reise,Bügeleisen,
Reisebürokauffrau,Reisebüro,Kauffrau,
Reisebürokaufmann,Reisebüro,Kaufmann,
Reisebusfahrer,Reisebus,Fahrer,
Reiseflug,Reise,Flug,
Reisefotograf,Reise,Fotograf,
Reiseführung,Reise,Führung,
Reisehöhe,Reise,Höhe,
Reisekostenpauschale,Reisekosten,Pauschale,
Reisekunde,Reise,Kunde,
Reiseleistung,Reise,Leistung,
Reiseportal,Reise,Portal,
Reisesicherheit,Reise,Sicherheit,
Reisessig,Reis,Essig,
Reisethrombose,Reise,Thrombose,
Reiseverbindung,Reise,Verbindung,
Reisewetterbericht,Reisewetter,Bericht,
Reisewetterprognose,Reisewetter,Prognose,
Reisezahlungsverkehr,Reise,Zahlungsverkehr,
Reisezelt,Reise,Zelt,
Reiskleie,Reis,Kleie,
Reisläufer,Reise,Läufer,
Reismehlkäfer,Reismehl,Käfer,
Reismilch,Reis,Milch,
Reisnudel,Reis,Nudel,
Reispudding,Reis,Pudding,
Reisschleim,Reis,Schleim,
Reitausflug,reiten,Ausflug,
Reiterangriff,Reiter,Angriff,
Reiterattacke,Reiter,Attacke,
Reiterbild,Reiter,Bild,
Reiterfigur,Reiter,Figur,
Reiterhelm,Reiter,Helm,
Reiternomadenvolk,Reiternomade,Volk,
Reiterturnier,Reiter,Turnier,
Reithalfter,reiten,Halfter,
Reithelm,reiten,Helm,
Reitkenntnis,reiten,Kenntnis,
Reitsportzentrum,Reitsport,Zentrum,
Reitstock,reiten,Stock,
Reitwegenetz,Reitweg,Netz,
Reitzeug,reiten,Zeug,
Reizintensität,Reiz,Intensität,
Reizquelle,Reiz,Quelle,
Reizverarbeitung,Reiz,Verarbeitung,
Reizzustand,Reiz,Zustand,
Reklamefotografie,Reklame,Fotografie,
Reklamierungshotline,Reklamierung,Hotline,
Rekordablösesumme,Rekord,Ablösesumme,
Rekordhoch,Rekord,Hoch,
Rekordolympiasieger,Rekord,Olympiasieger,
Rekordpokalsieger,Rekord,Pokalsieger,
Rekordsommer,Rekord,Sommer,
Rekuperationsbremse,Rekuperation,Bremse,
Relationenschema,Relation,Schema,
Relativgeschwindigkeit,relativ,Geschwindigkeit,
Releaseparty,Release,Party,
Relevanzfrage,Relevanz,Frage,
Relevanzgrenze,Relevanz,Grenze,
Relevanzkriterium,Relevanz,Kriterium,
Relevanznachweis,Relevanz,Nachweis,
Relevanzprüfung,Relevanz,Prüfung,
Relevanzschwelle,Relevanz,Schwelle,
Reliefenergie,Relief,Energie,
Relieffries,Relief,Fries,
Religionsangehörige,Religion,Angehörige,
Religionsangehörigkeit,Religion,Angehörigkeit,
Religionskritiker,Religion,Kritiker,
Religionsstreitigkeit,Religion,Streitigkeit,
Religionsverbot,Religion,Verbot,
Religionsvertreter,Religion,Vertreter,
Renaissancearchitektur,Renaissance,Architektur,
Renaissanceform,Renaissance,Form,
Renaissancegarten,Renaissance,Garten,
Renaissancegebäude,Renaissance,Gebäude,
Renaissancegiebel,Renaissance,Giebel,
Renaissanceportal,Renaissance,Portal,
Renaissancerathaus,Renaissance,Rathaus,
Rennatmosphäre,rennen,Atmosphäre,
Rennerfolg,Rennen,Erfolg,
Rennfahrerkarriere,Rennfahrer,Karriere,
Rennflugzeug,Rennen,Flugzeug,
Rennkarriere,Rennen,Karriere,
Rennlizenz,Rennen,Lizenz,
Rennreifen,Rennen,Reifen,
Rennrodelweltmeisterschaft,Rennrodel,Weltmeisterschaft,
Rennsimulation,Rennen,Simulation,
Rennspektakel,Rennen,Spektakel,
Rennspiel,Rennen,Spiel,
Rennsportfan,Rennsport,Fan,
Rennstart,rennen,Start,
Rennsteigtunnel,Rennsteig,Tunnel,
Renovierungspflicht,Renovierung,Pflicht,
Rentenfonds,Rente,Fonds,
Rentengeld,Rente,Geld,
Renteninformation,Rente,Information,
Rentenlücke,Rente,Lücke,
Rentenzusatzversicherung,Rente,Zusatzversicherung,
Rentiergeweih,Rentier,Geweih,
Rentmeister,Rente,Meister,
Rentnerausweis,Rentner,Ausweis,
Rentnervereinigung,Rentner,Vereinigung,
Reparationskommission,Reparation,Kommission,
Reparationsverpflichtung,Reparation,Verpflichtung,
Reparaturfall,Reparatur,Fall,
Reparaturmeldung,Reparatur,Meldung,
Reparaturmethode,Reparatur,Methode,
Reparaturprozess,Reparatur,Prozess,
Reparaturschlosser,Reparatur,Schlosser,
Reparaturset,Reparatur,Set,
Reparaturwerk,Reparatur,Werk,
Reparaturwerkstätte,Reparatur,Werkstätte,
Reparaturzweck,Reparatur,Zweck,
Repertoirespielbetrieb,Repertoire,Spielbetrieb,
Repräsentationszweck,Repräsentation,Zweck,
Reproduktionsfotografie,Reproduktion,Fotografie,
Reproduktionsklavier,Reproduktion,Klavier,
Reproduktionsrate,Reproduktion,Rate,
Reproduktionszahl,Reproduktion,Zahl,
Requisitenverleih,Requisit,Verleih,
Reservedivision,Reserve,Division,
Reserveflotte,Reserve,Flotte,
Reservereifen,Reserve,Reifen,
Reservierungsnummer,Reservierung,Nummer,
Resistenzgen,Resistenz,Gen,
Resonanzeffekt,Resonanz,Effekt,
Resonanzkasten,Resonanz,Kasten,
Resonanzschwingung,Resonanz,Schwingung,
Ressortforschung,Ressort,Forschung,
Ressourcenbedarf,Ressource,Bedarf,
Ressourcenmangel,Ressource,Mangel,
Ressourcensicherung,Ressource,Sicherung,
Restartikel,Rest,Artikel,
Restaurantfachleute,Restaurant,Fachleute,
Restaurantmanager,Restaurant,Manager,
Restauranttester,Restaurant,Tester,
Restgehör,Rest,Gehör,
Restguthaben,Rest,Guthaben,
Resthof,Rest,Hof,
Resthörvermögen,Rest,Hörvermögen,
Restitutionsedikt,Restitution,Edikt,
Restklasse,Rest,Klasse,
Restmüllcontainer,Restmüll,Container,
Restnutzungsdauer,Rest,Nutzungsdauer,
Restreich,Rest,Reich,
Reststoffverwertung,Reststoff,Verwertung,
Reststrecke,Rest,Strecke,
Reststunde,Rest,Stunde,
Restzuckergehalt,Restzucker,Gehalt,
Rettichpflanze,Rettich,Pflanze,
Rettichsaft,Rettich,Saft,
Rettungsdienstpersonal,Rettungsdienst,Personal,
Rettungsexpedition,Rettung,Expedition,
Rettungsgasse,Rettung,Gasse,
Rettungsmission,Rettung,Mission,
Rettungsschirm,Rettung,Schirm,
Rettungstechnik,Rettung,Technik,
Rettungszentrum,Rettung,Zentrum,
Returntaste,Return,Taste,
Retuschearbeit,Retusche,Arbeit,
Reusenantenne,Reuse,Antenne,
Reusenschnecke,Reuse,Schnecke,
Reviergröße,Revier,Größe,
Revierjäger,Revier,Jäger,
Revierverteidigung,Revier,Verteidigung,
Reviewprozess,Review,Prozess,
Revisionspolitik,Revision,Politik,
Revisionswunsch,Revision,Wunsch,
Revolutionsphase,Revolution,Phase,
Rezeptabrechnung,Rezept,Abrechnung,
Rezeptorpotenzial,Rezeptor,Potenzial,
Rezeptorzelle,Rezeptor,Zelle,
Rezepturbestandteil,Rezeptur,Bestandteil,
Rheinarm,Rhein,Arm,
Rheinbach,Rhein,Bach,
Rheindelta,Rhein,Delta,
Rheinmücke,Rhein,Mücke,
Rheinschleife,Rhein,Schleife,
Rheintalstrecke,Rheintal,Strecke,
Rheinuferbahn,Rheinufer,Bahn,
Rheumasalbe,Rheuma,Salbe,
Rheumawäsche,Rheuma,Wäsche,
Rhönradturnen,Rhönrad,Turnen,
Rhythmikübung,Rhythmik,Übung,
Rhythmusfraktion,Rhythmus,Fraktion,
Richtfunkanlage,Richtfunk,Anlage,
Richtkanonier,richten,Kanonier,
Richtscheit,richten,Scheit,
Richtungsfehler,Richtung,Fehler,
Richtungsgleis,Richtung,Gleis,
Richtungssinn,Richtung,Sinn,
Richtungsvektor,Richtung,Vektor,
Riechschleimhaut,riechen,Schleimhaut,
Riechzelle,riechen,Zelle,
Riedgrasgewächs,Riedgras,Gewächs,
Riedschnepfe,Ried,Schnepfe,
Riemenboot,Riemen,Boot,
Riementang,Riemen,Tang,
Riesengebirgsspanner,Riesengebirge,Spanner,
Riesenmammutbaum,Riese,Mammutbaum,
Rieslingsekt,Riesling,Sekt,
Riffbildung,Riff,Bildung,
Riffelglas,Riffel,Glas,
Riffhai,Riff,Hai,
Riffkalk,Riff,Kalk,
Rindenhumus,Rinde,Humus,
Rindenmulch,Rinde,Mulch,
Rindenpilz,Rinde,Pilz,
Rinderart,Rind,Art,
Rinderbandwurm,Rind,Bandwurm,
Rinderbouillon,Rind,Bouillon,
Rinderbremse,Rind,Bremse,
Rinderfett,Rind,Fett,
Rinderhirte,Rind,Hirte,
Rinderkraftbrühe,Rind,Kraftbrühe,
Rinderlaus,Rind,Laus,
Rindfleischsalat,Rindfleisch,Salat,
Rindfleischstreifen,Rindfleisch,Streifen,
Ringanker,Ring,Anker,
Ringbahnhof,Ring,Bahnhof,
Ringburg,Ring,Burg,
Ringdrossel,Ring,Drossel,
Ringecke,Ring,Ecke,
Ringelblumensalbe,Ringelblume,Salbe,
Ringerklub,Ringer,Klub,
Ringerlaufbahn,Ringer,Laufbahn,
Ringknorpel,Ring,Knorpel,
Ringkrieg,Ring,Krieg,
Ringmitte,Ring,Mitte,
Ringmuskel,Ring,Muskel,
Ringname,Ring,Name,
Ringspanner,Ring,Spanner,
Ringträger,Ring,Träger,
Ringwallanlage,Ringwall,Anlage,
Rippenfarn,Rippe,Farn,
Rippengewölbe,Rippe,Gewölbe,
Rippenknorpel,Rippe,Knorpel,
Risikoaversion,Risiko,Aversion,
Risikocontrolling,Risiko,Controlling,
Risikoforscher,Risiko,Forscher,
Risikokommunikation,Risiko,Kommunikation,
