compound,modifier,head,frequency_class
Verbandstoff,Verband,Stoff,21.0
Verbandstrainer,Verband,Trainer,17.0
Verbandstätigkeit,Verband,Tätigkeit,21.0
Verbandsversammlung,Verband,Versammlung,17.0
Verbandsvertreter,Verband,Vertreter,18.0
Verbandsvorsitzende,Verband,Vorsitzende,17.0
Verbandsvorsitzender,Verband,Vorsitzender,19.0
Verbandsvorstand,Verband,Vorstand,18.0
Verbandsvorsteher,Verband,Vorsteher,18.0
Verbandswechsel,Verband,Wechsel,20.0
Verbandszeitschrift,Verband,Zeitschrift,20.0
Verbandszeitung,Verband,Zeitung,21.0
Verbandszentrale,Verband,Zentrale,20.0
Verbandszeug,Verband,Zeug,19.0
Verbannungsort,Verbannung,Ort,21.0
Verbaumaßnahme,verbauen,Maßnahme,
Verbesserungsbedarf,Verbesserung,Bedarf,19.0
Verbesserungsmaßnahme,Verbesserung,Maßnahme,19.0
Verbesserungsmöglichkeit,Verbesserung,Möglichkeit,18.0
Verbesserungspotenzial,Verbesserung,Potenzial,18.0
Verbesserungsprozess,Verbesserung,Prozess,20.0
Verbesserungsversuch,Verbesserung,Versuch,
Verbesserungsvorschlag,Verbesserung,Vorschlag,16.0
Verbesserungswunsch,Verbesserung,Wunsch,20.0
Verbform,Verb,Form,
Verbindungsabbruch,Verbindung,Abbruch,
Verbindungsaufbau,Verbindung,Aufbau,20.0
Verbindungsbahn,Verbindung,Bahn,
Verbindungsbau,Verbindung,Bau,21.0
Verbindungsbeamter,Verbindung,Beamter,
Verbindungsbeamtin,Verbindung,Beamtin,
Verbindungsbrücke,Verbindung,Brücke,21.0
Verbindungsbüro,Verbindung,Büro,18.0
Verbindungselement,Verbindung,Element,20.0
Verbindungsfarbe,Verbindung,Farbe,
Verbindungsfrau,Verbindung,Frau,22.0
Verbindungsgang,Verbindung,Gang,19.0
Verbindungsgleis,Verbindung,Gleis,
Verbindungsglied,Verbindung,Glied,19.0
Verbindungshaus,Verbindung,Haus,22.0
Verbindungskabel,Verbindung,Kabel,21.0
Verbindungskanal,Verbindung,Kanal,18.0
Verbindungsknoten,Verbindung,Knoten,22.0
Verbindungskosten,Verbindung,Kosten,21.0
Verbindungskurve,Verbindung,Kurve,
Verbindungsleute,Verbindung,Leute,20.0
Verbindungslinie,Verbindung,Linie,18.0
Verbindungsmann,Verbindung,Mann,18.0
Verbindungsmitglied,Verbindung,Mitglied,
Verbindungsmöglichkeit,Verbindung,Möglichkeit,
Verbindungsnetz,Verbindung,Netz,22.0
Verbindungsnetzbetreiber,Verbindungsnetz,Betreiber,22.0
Verbindungsnetzwerk,Verbindung,Netzwerk,
Verbindungsoffizier,Verbindung,Offizier,19.0
Verbindungsperson,Verbindung,Person,21.0
Verbindungspreis,Verbindung,Preis,
Verbindungspunkt,Verbindung,Punkt,22.0
Verbindungsrampe,Verbindung,Rampe,
Verbindungsrohr,Verbindung,Rohr,23.0
Verbindungssteg,Verbindung,Steg,
Verbindungsstelle,Verbindung,Stelle,18.0
Verbindungsstraße,Verbindung,Straße,16.0
Verbindungsstrecke,Verbindung,Strecke,20.0
Verbindungsstudent,Verbindung,Student,21.0
Verbindungsstück,Verbindung,Stück,18.0
Verbindungstechnik,Verbindung,Technik,20.0
Verbindungsteil,Verbindung,Teil,21.0
Verbindungstrakt,Verbindung,Trakt,20.0
Verbindungstunnel,Verbindung,Tunnel,21.0
Verbindungstür,Verbindung,Tür,
Verbindungsweg,Verbindung,Weg,17.0
Verbindungswesen,Verbindung,wesen,23.0
Verblendungszusammenhang,Verblendung,Zusammenhang,21.0
Verbmorphologie,Verb,Morphologie,
Verbotsantrag,Verbot,Antrag,17.0
Verbotsforderung,Verbot,Forderung,21.0
Verbotsgesetz,Verbot,Gesetz,18.0
Verbotsirrtum,Verbot,Irrtum,20.0
Verbotsliste,Verbot,Liste,19.0
Verbotspolitik,Verbot,Politik,22.0
Verbotsschild,Verbot,Schild,17.0
Verbotsverfahren,Verbot,Verfahren,17.0
Verbotsverfügung,Verbot,Verfügung,19.0
Verbotszeichen,Verbot,Zeichen,22.0
Verbotszone,Verbot,Zone,19.0
Verbraucheranwalt,Verbraucher,Anwalt,21.0
Verbraucheraufklärung,Verbraucher,Aufklärung,21.0
Verbraucherberatung,Verbraucher,Beratung,17.0
Verbraucherberatungsstelle,Verbraucher,Beratungsstelle,20.0
Verbraucherdarlehen,Verbraucher,Darlehen,
Verbraucherdarlehensvertrag,Verbraucher,Darlehensvertrag,
Verbraucherelektronik,Verbraucher,Elektronik,21.0
Verbraucherendpreis,Verbraucher,Endpreis,
Verbraucherforschung,Verbraucher,Forschung,22.0
Verbraucherfrage,Verbraucher,Frage,20.0
Verbrauchergruppe,Verbraucher,Gruppe,20.0
Verbraucherinformation,Verbraucher,Information,19.0
Verbraucherinformationsgesetz,Verbraucherinformation,Gesetz,18.0
Verbraucherinitiative,Verbraucher,Initiative,19.0
Verbraucherinsolvenzverfahren,Verbraucher,Insolvenzverfahren,
Verbraucherinteresse,Verbraucher,Interesse,20.0
Verbraucherkredit,Verbraucher,Kredit,19.0
Verbraucherkreis,Verbraucher,Kreis,
Verbrauchermagazin,Verbraucher,Magazin,19.0
Verbrauchermarkt,Verbraucher,Markt,17.0
Verbrauchermesse,Verbraucher,Messe,18.0
Verbrauchernachfrage,Verbraucher,Nachfrage,20.0
Verbraucherorganisation,Verbraucher,Organisation,18.0
Verbraucherpolitik,Verbraucher,Politik,19.0
Verbraucherpreis,Verbraucher,Preis,15.0
Verbraucherpreisindex,Verbraucherpreis,Index,18.0
Verbraucherprodukt,Verbraucher,Produkt,21.0
Verbraucherrecht,Verbraucher,Recht,20.0
Verbraucherschutz,Verbraucher,Schutz,15.0
Verbraucherschutzbund,Verbraucherschutz,Bund,
Verbraucherschutzgesetz,Verbraucherschutz,Gesetz,21.0
Verbraucherschutzminister,Verbraucherschutz,Minister,18.0
Verbraucherschutzministerium,Verbraucherschutz,Ministerium,18.0
Verbraucherschutzorganisation,Verbraucherschutz,Organisation,19.0
Verbraucherschutzpolitik,Verbraucherschutz,Politik,
Verbraucherschutzverband,Verbraucherschutz,Verband,20.0
Verbraucherschutzverein,Verbraucherschutz,Verein,20.0
Verbraucherschützer,Verbraucher,Schützer,15.0
Verbraucherseite,Verbraucher,Seite,21.0
Verbraucherservice,Verbraucher,Service,22.0
Verbrauchersicht,Verbraucher,Sicht,21.0
Verbrauchertipp,Verbraucher,Tipp,20.0
Verbraucherverband,Verbraucher,Verband,16.0
Verbraucherverhalten,Verbraucher,Verhalten,19.0
Verbraucherzeitschrift,Verbraucher,Zeitschrift,21.0
Verbraucherzentrale,Verbraucher,Zentrale,13.0
Verbraucherzentrum,Verbraucher,Zentrum,21.0
Verbrauchsdatum,Verbrauch,Datum,20.0
Verbrauchsgewohnheit,Verbrauch,Gewohnheit,21.0
Verbrauchsgut,Verbrauch,Gut,19.0
Verbrauchskosten,Verbrauch,Kosten,20.0
Verbrauchsmaterial,Verbrauch,Material,19.0
Verbrauchsmenge,Verbrauch,Menge,21.0
Verbrauchspreis,Verbrauch,Preis,
Verbrauchsreduzierung,Verbrauch,Reduzierung,21.0
Verbrauchssenkung,Verbrauch,Senkung,21.0
Verbrauchsspitze,Verbrauch,Spitze,
Verbrauchssteuer,Verbrauch,Steuer,18.0
Verbrauchsvorteil,Verbrauch,Vorteil,21.0
Verbrauchswert,Verbrauch,Wert,18.0
Verbrauchszahl,Verbrauch,Zahl,21.0
Verbrechensaufklärung,Verbrechen,Aufklärung,21.0
Verbrechensbekämpfung,Verbrechen,Bekämpfung,16.0
Verbrechensopfer,Verbrechen,Opfer,18.0
Verbrechensrate,Verbrechen,Rate,20.0
Verbrechensreihe,Verbrechen,Reihe,
Verbrechensserie,Verbrechen,Serie,21.0
Verbrecherbande,Verbrecher,Bande,19.0
Verbrecherjagd,Verbrecher,Jagd,18.0
Verbrecherorganisation,Verbrecher,Organisation,19.0
Verbrecherstaat,Verbrecher,Staat,22.0
Verbrechersyndikat,Verbrecher,Syndikat,20.0
Verbreitungsgebiet,Verbreitung,Gebiet,16.0
Verbreitungsgrad,Verbreitung,Grad,21.0
Verbreitungsgrenze,Verbreitung,Grenze,22.0
Verbreitungskarte,Verbreitung,Karte,
Verbreitungsmöglichkeit,Verbreitung,Möglichkeit,22.0
Verbreitungsraum,Verbreitung,Raum,
Verbreitungsschwerpunkt,Verbreitung,Schwerpunkt,
Verbreitungsverbot,Verbreitung,Verbot,22.0
Verbreitungsweg,Verbreitung,Weg,20.0
Verbrennungsanlage,Verbrennung,Anlage,16.0
Verbrennungsgas,Verbrennung,Gas,21.0
Verbrennungskammer,Verbrennung,Kammer,23.0
Verbrennungskraftmaschine,Verbrennung,Kraftmaschine,21.0
Verbrennungsluft,Verbrennung,Luft,21.0
Verbrennungsmaschine,Verbrennung,Maschine,22.0
Verbrennungsmotor,Verbrennung,Motor,17.0
Verbrennungsofen,Verbrennung,Ofen,19.0
Verbrennungsprinzip,Verbrennung,Prinzip,
Verbrennungsprodukt,Verbrennung,Produkt,22.0
Verbrennungsprozess,Verbrennung,Prozess,19.0
Verbrennungsraum,Verbrennung,Raum,22.0
Verbrennungsrückstand,Verbrennung,Rückstand,20.0
Verbrennungstechnik,Verbrennung,Technik,
Verbrennungstemperatur,Verbrennung,Temperatur,21.0
Verbrennungsvorgang,Verbrennung,Vorgang,20.0
Verbstamm,Verb,Stamm,
Verbundbergwerk,Verbund,Bergwerk,22.0
Verbunddatei,Verbund,Datei,
Verbundenheitsgefühl,Verbundenheit,Gefühl,
Verbundgebiet,Verbund,Gebiet,19.0
Verbundgeschäft,Verbund,Geschäft,
Verbundgesellschaft,Verbund,Gesellschaft,17.0
Verbundglas,Verbund,Glas,21.0
Verbundmaterial,Verbund,Material,21.0
Verbundnetz,Verbund,Netz,19.0
Verbundplatte,Verbund,Platte,22.0
Verbundprojekt,Verbund,Projekt,19.0
Verbundsicherheitsglas,Verbund,Sicherheitsglas,
Verbundstein,Verbund,Stein,19.0
Verbundstoff,Verbund,Stoff,20.0
Verbundstruktur,Verbund,Struktur,22.0
Verbundstück,Verbund,Stück,
Verbundsystem,Verbund,System,19.0
Verbundtarif,Verbund,Tarif,19.0
Verbundunternehmen,Verbund,Unternehmen,19.0
Verbundwerkstoff,Verbund,Werkstoff,19.0
Verdachtsdiagnose,Verdacht,Diagnose,22.0
Verdachtsfall,Verdacht,Fall,16.0
Verdachtsfläche,Verdacht,Fläche,20.0
Verdachtsgrund,Verdacht,Grund,21.0
Verdachtskündigung,Verdacht,Kündigung,21.0
Verdachtsmeldung,Verdacht,Meldung,21.0
Verdachtsmoment,Verdacht,Moment,16.0
Verdampfungstemperatur,Verdampfung,Temperatur,
Verdauungsapparat,Verdauung,Apparat,20.0
Verdauungsenzym,Verdauung,Enzym,21.0
Verdauungsorgan,Verdauung,Organ,19.0
Verdauungsproblem,Verdauung,Problem,19.0
Verdauungsprozess,Verdauung,Prozess,21.0
Verdauungssaft,Verdauung,Saft,20.0
Verdauungsschnaps,Verdauung,Schnaps,22.0
Verdauungssekret,Verdauung,Sekret,
Verdauungsspaziergang,Verdauung,Spaziergang,20.0
Verdauungsstörung,Verdauung,Störung,19.0
Verdauungssystem,Verdauung,System,20.0
Verdauungstrakt,Verdauung,Trakt,18.0
Verdauungstätigkeit,Verdauung,Tätigkeit,
Verdauungsvorgang,Verdauung,Vorgang,21.0
Verdeckstoff,Verdeck,Stoff,
Verdichtungsgebiet,Verdichtung,Gebiet,23.0
Verdichtungsraum,Verdichtung,Raum,20.0
Verdichtungsverhältnis,Verdichtung,Verhältnis,
Verdickungsmittel,Verdickung,Mittel,21.0
Verdienstausfall,Verdienst,Ausfall,18.0
Verdienstbescheinigung,Verdienst,Bescheinigung,21.0
Verdienstgrenze,Verdienst,Grenze,20.0
Verdienstkreuz,Verdienst,Kreuz,17.0
Verdienstmedaille,Verdienst,Medaille,16.0
Verdienstmöglichkeit,Verdienst,Möglichkeit,17.0
Verdienstorden,Verdienst,Orden,16.0
Verdrängungseffekt,Verdrängung,Effekt,20.0
Verdrängungsmechanismus,Verdrängung,Mechanismus,20.0
Verdrängungsprozess,Verdrängung,Prozess,20.0
Verdrängungswettbewerb,Verdrängung,Wettbewerb,16.0
Verdunkelungsgefahr,Verdunkelung,Gefahr,18.0
Verdunklungsgefahr,Verdunklung,Gefahr,20.0
Verdunstungskälte,Verdunstung,Kälte,21.0
Verdunstungsrate,Verdunstung,Rate,
Vereinigungsfreiheit,Vereinigung,Freiheit,20.0
Vereinigungskampf,Vereinigung,Kampf,21.0
Vereinigungskirche,Vereinigung,Kirche,21.0
Vereinigungsmenge,Vereinigung,Menge,
Vereinigungsparteitag,Vereinigung,Parteitag,20.0
Vereinigungsprozess,Vereinigung,Prozess,18.0
Vereinigungsvertrag,Vereinigung,Vertrag,21.0
Vereinnahmungsversuch,Vereinnahmung,Versuch,21.0
Vereinsabend,Verein,Abend,18.0
Vereinsabzeichen,Verein,Abzeichen,21.0
Vereinsaktivität,Verein,Aktivität,17.0
Vereinsalltag,Verein,Alltag,
Vereinsangabe,Verein,Angabe,19.0
Vereinsangehörige,Verein,Angehörige,
Vereinsangehöriger,Verein,Angehöriger,19.0
Vereinsangelegenheit,Verein,Angelegenheit,21.0
Vereinsarbeit,Verein,Arbeit,16.0
Vereinsarchiv,Verein,Archiv,21.0
Vereinsarzt,Verein,Arzt,18.0
Vereinsausflug,Verein,Ausflug,17.0
Vereinsausschluss,Verein,Ausschluss,22.0
Vereinsausschuss,Verein,Ausschuss,
Vereinsbeitrag,Verein,Beitrag,19.0
Vereinsbetrieb,Verein,Betrieb,21.0
Vereinsblatt,Verein,Blatt,22.0
Vereinsboss,Verein,Boss,18.0
Vereinsbus,Verein,Bus,20.0
Vereinsbüro,Verein,Büro,21.0
Vereinschef,Verein,Chef,16.0
Vereinschronik,Verein,Chronik,18.0
Vereinsebene,Verein,Ebene,19.0
Vereinsemblem,Verein,Emblem,20.0
Vereinserfolg,Verein,Erfolg,21.0
Vereinsfahne,Verein,Fahne,17.0
Vereinsfarbe,Verein,Farbe,17.0
Vereinsfeier,Verein,Feier,19.0
Vereinsfest,Verein,Fest,19.0
Vereinsfreund,Verein,Freund,19.0
Vereinsfunktionär,Verein,Funktionär,18.0
Vereinsfußball,Verein,Fußball,19.0
Vereinsführung,Verein,Führung,15.0
Vereinsgaststätte,Verein,Gaststätte,17.0
Vereinsgeburtstag,Verein,Geburtstag,19.0
Vereinsgebäude,Verein,Gebäude,20.0
Vereinsgelände,Verein,Gelände,15.0
Vereinsgeschichte,Verein,Geschichte,14.0
Vereinsgeschäft,Verein,Geschäft,20.0
Vereinsgesetz,Verein,Gesetz,19.0
Vereinsgremium,Verein,Gremium,20.0
Vereinsgründer,Verein,Gründer,19.0
Vereinsgründung,Verein,Gründung,16.0
Vereinshaus,Verein,Haus,15.0
Vereinsheim,Verein,Heim,13.0
Vereinshistorie,Verein,Historie,20.0
Vereinshomepage,Verein,Homepage,
Vereinshymne,Verein,Hymne,21.0
Vereinsinteresse,Verein,Interesse,20.0
Vereinsjahr,Verein,Jahr,15.0
Vereinsjubiläum,Verein,Jubiläum,16.0
Vereinskalender,Verein,Kalender,20.0
Vereinskamerad,Verein,Kamerad,16.0
Vereinskarriere,Verein,Karriere,
Vereinskasse,Verein,Kasse,16.0
Vereinskneipe,Verein,Kneipe,21.0
Vereinskollege,Verein,Kollege,16.0
Vereinskonto,Verein,Konto,20.0
Vereinskultur,Verein,Kultur,21.0
Vereinslandschaft,Verein,Landschaft,21.0
Vereinsleben,Verein,Leben,14.0
Vereinsleitung,Verein,Leitung,18.0
Vereinslied,Verein,Lied,20.0
Vereinslogo,Verein,Logo,20.0
Vereinslokal,Verein,Lokal,14.0
Vereinsmanager,Verein,Manager,19.0
Vereinsmannschaft,Verein,Mannschaft,17.0
Vereinsmeier,Verein,Meier,19.0
Vereinsmeister,Verein,Meister,16.0
Vereinsmeisterschaft,Verein,Meisterschaft,15.0
Vereinsmitarbeiter,Verein,Mitarbeiter,20.0
Vereinsmitglied,Verein,Mitglied,13.0
Vereinsmitgliedschaft,Verein,Mitgliedschaft,18.0
Vereinsmitteilung,Verein,Mitteilung,
Vereinsmittel,Verein,Mittel,21.0
Vereinsnadel,Verein,Nadel,17.0
Vereinsname,Verein,Name,17.0
Vereinsorgan,Verein,Organ,21.0
Vereinspokal,Verein,Pokal,19.0
Vereinspolitik,Verein,Politik,19.0
Vereinsprojekt,Verein,Projekt,22.0
Vereinspräsident,Verein,Präsident,16.0
Vereinsraum,Verein,Raum,17.0
Vereinsrecht,Verein,Recht,18.0
Vereinsregister,Verein,Register,17.0
Vereinsrekord,Verein,Rekord,17.0
Vereinsring,Verein,Ring,16.0
Vereinssatzung,Verein,Satzung,18.0
Vereinsseite,Verein,Seite,19.0
Vereinssitz,Verein,Sitz,20.0
Vereinssitzung,Verein,Sitzung,20.0
Vereinsspieler,Verein,Spieler,19.0
Vereinsspitze,Verein,Spitze,
Vereinssport,Verein,Sport,18.0
Vereinssprecher,Verein,Sprecher,19.0
Vereinsstatut,Verein,Statut,19.0
Vereinsstruktur,Verein,Struktur,18.0
Vereinstermin,Verein,Termin,19.0
Vereinstitel,Verein,Titel,21.0
Vereinstrainer,Verein,Trainer,17.0
Vereinstraining,Verein,Training,19.0
Vereinstreffen,Verein,Treffen,18.0
Vereinstreue,Verein,Treue,17.0
Vereinsturnier,Verein,Turnier,20.0
Vereinstätigkeit,Verein,Tätigkeit,18.0
Vereinsveranstaltung,Verein,Veranstaltung,19.0
Vereinsverbot,Verein,Verbot,20.0
Vereinsvermögen,Verein,Vermögen,18.0
Vereinsversammlung,Verein,Versammlung,19.0
Vereinsvertreter,Verein,Vertreter,15.0
Vereinsvorsitz,Verein,Vorsitz,20.0
Vereinsvorsitzende,Verein,Vorsitzende,15.0
Vereinsvorsitzender,Verein,Vorsitzender,
Vereinsvorstand,Verein,Vorstand,16.0
Vereinswappen,Verein,Wappen,20.0
Vereinswechsel,Verein,Wechsel,17.0
Vereinswesen,Verein,wesen,19.0
Vereinswettbewerb,Verein,Wettbewerb,20.0
Vereinszeitschrift,Verein,Zeitschrift,19.0
Vereinszeitung,Verein,Zeitung,19.0
Vereinsziel,Verein,Ziel,19.0
Vereinszimmer,Verein,Zimmer,21.0
Vereinszugehörigkeit,Verein,Zugehörigkeit,17.0
Vereinszweck,Verein,Zweck,19.0
Vererbungslehre,Vererbung,Lehre,21.0
Verfahrensablauf,Verfahren,Ablauf,19.0
Verfahrensabschluss,Verfahren,Abschluss,
Verfahrensabschnitt,Verfahren,Abschnitt,
Verfahrensart,Verfahren,Art,22.0
Verfahrensbeschleunigung,Verfahren,Beschleunigung,20.0
Verfahrensbeteiligte,Verfahren,Beteiligte,18.0
Verfahrensdauer,Verfahren,Dauer,17.0
Verfahrenseinstellung,Verfahren,Einstellung,19.0
Verfahrenseröffnung,Verfahren,Eröffnung,21.0
Verfahrensfehler,Verfahren,Fehler,17.0
Verfahrensfrage,Verfahren,Frage,18.0
Verfahrensgang,Verfahren,Gang,22.0
Verfahrensgebühr,Verfahren,Gebühr,
Verfahrensgrundsatz,Verfahren,Grundsatz,22.0
Verfahrenshindernis,Verfahren,Hindernis,21.0
Verfahrensingenieur,Verfahren,Ingenieur,22.0
Verfahrenskosten,Verfahren,Kosten,17.0
Verfahrensmangel,Verfahren,Mangel,19.0
Verfahrensmechaniker,Verfahren,Mechaniker,20.0
Verfahrensordnung,Verfahren,Ordnung,20.0
Verfahrensrecht,Verfahren,Recht,20.0
Verfahrensregel,Verfahren,Regel,19.0
Verfahrensregelung,Verfahren,Regelung,22.0
Verfahrensschritt,Verfahren,Schritt,19.0
Verfahrensstand,Verfahren,Stand,20.0
Verfahrenstechnik,Verfahren,Technik,17.0
Verfahrenstechniker,Verfahren,Techniker,20.0
Verfahrensvorschrift,Verfahren,Vorschrift,20.0
Verfahrensweg,Verfahren,Weg,20.0
Verfahrensweise,Verfahren,Weise,17.0
Verfallsdatum,Verfall,Datum,17.0
Verfallserscheinung,Verfall,Erscheinung,20.0
Verfallsprozess,Verfall,Prozess,20.0
Verfallszeit,Verfall,Zeit,21.0
Verfasserangabe,Verfasser,Angabe,
Verfassungsartikel,Verfassung,Artikel,17.0
Verfassungsauftrag,Verfassung,Auftrag,19.0
Verfassungsausschuss,Verfassung,Ausschuss,18.0
Verfassungsbeschwerde,Verfassung,Beschwerde,15.0
Verfassungsbestimmung,Verfassung,Bestimmung,18.0
Verfassungsbruch,Verfassung,Bruch,17.0
Verfassungsdebatte,Verfassung,Debatte,19.0
Verfassungsdiskussion,Verfassung,Diskussion,19.0
Verfassungsentwicklung,Verfassung,Entwicklung,22.0
Verfassungsentwurf,Verfassung,Entwurf,17.0
Verfassungsexperte,Verfassung,Experte,19.0
Verfassungsfeind,Verfassung,Feind,19.0
Verfassungsfrage,Verfassung,Frage,18.0
Verfassungsgeber,Verfassung,Geber,21.0
Verfassungsgebot,Verfassung,Gebot,20.0
Verfassungsgefüge,Verfassung,Gefüge,22.0
Verfassungsgericht,Verfassung,Gericht,14.0
Verfassungsgerichtsbarkeit,Verfassung,Gerichtsbarkeit,20.0
Verfassungsgerichtshof,Verfassung,Gerichtshof,14.0
Verfassungsgerichtsurteil,Verfassung,Gerichtsurteil,19.0
Verfassungsgeschichte,Verfassung,Geschichte,20.0
Verfassungsgesetz,Verfassung,Gesetz,18.0
Verfassungsgesetzgeber,Verfassung,Gesetzgeber,21.0
Verfassungsgrundlage,Verfassung,Grundlage,21.0
Verfassungsgrundsatz,Verfassung,Grundsatz,19.0
Verfassungshüter,Verfassung,Hüter,19.0
Verfassungsjurist,Verfassung,Jurist,19.0
Verfassungsklage,Verfassung,Klage,16.0
Verfassungskommission,Verfassung,Kommission,18.0
Verfassungskonflikt,Verfassung,Konflikt,20.0
Verfassungskonformität,Verfassung,Konformität,20.0
Verfassungskonvent,Verfassung,Konvent,19.0
Verfassungskrise,Verfassung,Krise,18.0
Verfassungslehre,Verfassung,Lehre,22.0
Verfassungsnorm,Verfassung,Norm,20.0
Verfassungsordnung,Verfassung,Ordnung,19.0
Verfassungsorgan,Verfassung,Organ,17.0
Verfassungspatriotismus,Verfassung,Patriotismus,19.0
Verfassungsprinzip,Verfassung,Prinzip,20.0
Verfassungsrang,Verfassung,Rang,18.0
Verfassungsrat,Verfassung,Rat,18.0
Verfassungsrecht,Verfassung,Recht,17.0
Verfassungsreferendum,Verfassung,Referendum,18.0
Verfassungsreform,Verfassung,Reform,16.0
Verfassungsrevision,Verfassung,Revision,19.0
Verfassungsrichter,Verfassung,Richter,15.0
Verfassungsschutz,Verfassung,Schutz,13.0
Verfassungsschutzbehörde,Verfassungsschutz,Behörde,19.0
Verfassungsschutzbericht,Verfassungsschutz,Bericht,17.0
Verfassungsschutzchef,Verfassungsschutz,Chef,19.0
Verfassungsschutzgesetz,Verfassungsschutz,Gesetz,20.0
Verfassungsschutzpräsident,Verfassungsschutz,Präsident,20.0
Verfassungsschützer,Verfassung,Schützer,16.0
Verfassungsstaat,Verfassung,Staat,19.0
Verfassungsstreit,Verfassung,Streit,20.0
Verfassungsstreitigkeit,Verfassung,Streitigkeit,
Verfassungstag,Verfassung,Tag,20.0
Verfassungstext,Verfassung,Text,19.0
Verfassungstheorie,Verfassung,Theorie,23.0
Verfassungstradition,Verfassung,Tradition,21.0
Verfassungstreue,Verfassung,Treue,18.0
Verfassungsurkunde,Verfassung,Urkunde,22.0
Verfassungsvater,Verfassung,Vater,19.0
Verfassungsversammlung,Verfassung,Versammlung,22.0
Verfassungsvertrag,Verfassung,Vertrag,
Verfassungswirklichkeit,Verfassung,Wirklichkeit,20.0
Verfassungszusatz,Verfassung,Zusatz,19.0
Verfassungsänderung,Verfassung,Änderung,15.0
Verfolgerduell,Verfolger,Duell,17.0
Verfolgerfeld,Verfolger,Feld,18.0
Verfolgergruppe,Verfolger,Gruppe,18.0
Verfolgerrolle,Verfolger,Rolle,20.0
Verfolgungsbehörde,Verfolgung,Behörde,21.0
Verfolgungsdruck,Verfolgung,Druck,20.0
Verfolgungsfahrt,Verfolgung,Fahrt,18.0
Verfolgungsgeschichte,Verfolgung,Geschichte,21.0
Verfolgungsjagd,Verfolgung,Jagd,15.0
Verfolgungsmaßnahme,Verfolgung,Maßnahme,21.0
Verfolgungsrennen,Verfolgung,Rennen,18.0
Verfolgungsverjährung,Verfolgung,Verjährung,
Verfolgungswahn,Verfolgung,Wahn,18.0
Verfolgungswelle,Verfolgung,Welle,22.0
Verfolgungszeit,Verfolgung,Zeit,24.0
Verfremdungseffekt,Verfremdung,Effekt,19.0
Verfügungsbefugnis,Verfügung,Befugnis,22.0
Verfügungsbeschränkung,Verfügung,Beschränkung,23.0
Verfügungsfonds,Verfügung,Fonds,
Verfügungsgewalt,Verfügung,Gewalt,18.0
Verfügungsmacht,Verfügung,Macht,21.0
Verfügungsrecht,Verfügung,Recht,19.0
Verfügungstruppe,Verfügung,Truppe,
Verfügungsverbot,Verfügung,Verbot,
Verfügungsverfahren,Verfügung,Verfahren,22.0
Verführungskunst,Verführung,Kunst,19.0
Vergabeausschuss,Vergabe,Ausschuss,19.0
Vergabebedingung,Vergabe,Bedingung,22.0
Vergabeentscheidung,Vergabe,Entscheidung,20.0
Vergabekammer,Vergabe,Kammer,19.0
Vergabekommission,Vergabe,Kommission,21.0
Vergabekriterium,Vergabe,Kriterium,19.0
Vergabeordnung,Vergabe,Ordnung,20.0
Vergabepolitik,Vergabe,Politik,21.0
Vergabepraxis,Vergabe,Praxis,18.0
Vergaberecht,Vergabe,Recht,18.0
Vergaberichtlinie,Vergabe,Richtlinie,18.0
Vergabestelle,Vergabe,Stelle,19.0
Vergabeverfahren,Vergabe,Verfahren,17.0
Vergabeverordnung,Vergabe,Verordnung,
Vergabevorschrift,Vergabe,Vorschrift,
Vergangenheitsaufarbeitung,Vergangenheit,Aufarbeitung,21.0
Vergangenheitsbewältigung,Vergangenheit,Bewältigung,16.0
Vergangenheitsform,Vergangenheit,Form,20.0
Vergasermotor,Vergaser,Motor,23.0
Vergeltungsaktion,Vergeltung,Aktion,18.0
Vergeltungsangriff,Vergeltung,Angriff,20.0
Vergeltungsmaßnahme,Vergeltung,Maßnahme,18.0
Vergeltungsschlag,Vergeltung,Schlag,17.0
Vergeltungswaffe,Vergeltung,Waffe,
Vergewaltigungsfall,Vergewaltigung,Fall,
Vergewaltigungsopfer,Vergewaltigung,Opfer,
Vergewaltigungsprozess,Vergewaltigung,Prozess,
Vergewaltigungsszene,Vergewaltigung,Szene,
Vergewaltigungsversuch,Vergewaltigung,Versuch,
Vergewaltigungsvorwurf,Vergewaltigung,Vorwurf,
Vergiftungserscheinung,Vergiftung,Erscheinung,18.0
Vergiftungsfall,Vergiftung,Fall,20.0
Vergiftungsgefahr,Vergiftung,Gefahr,21.0
Vergiftungssymptom,Vergiftung,Symptom,20.0
Vergleichsanalyse,Vergleich,Analyse,22.0
Vergleichsangebot,Vergleich,Angebot,19.0
Vergleichsantrag,Vergleich,Antrag,19.0
Vergleichsarbeit,Vergleich,Arbeit,19.0
Vergleichsbasis,Vergleich,Basis,20.0
Vergleichsgrundlage,Vergleich,Grundlage,
Vergleichsgruppe,Vergleich,Gruppe,18.0
Vergleichsgröße,Vergleich,Größe,21.0
Vergleichsjahr,Vergleich,Jahr,20.0
Vergleichskampf,Vergleich,Kampf,17.0
Vergleichsmaterial,Vergleich,Material,21.0
Vergleichsmaßstab,Vergleich,Maßstab,19.0
Vergleichsmessung,Vergleich,Messung,22.0
Vergleichsmiete,Vergleich,Miete,18.0
Vergleichsmodell,Vergleich,Modell,23.0
Vergleichsmonat,Vergleich,Monat,18.0
